millis,stamp,date,time,light,temp,vcc
44245998, 1341999142, 7/11/2012, 9:32:22, 0, 36.55, 0.00
44247000, 1341999143, 7/11/2012, 9:32:23, 0, 36.55, 0.00
44247999, 1341999144, 7/11/2012, 9:32:24, 0, 36.55, 0.00
44248998, 1341999145, 7/11/2012, 9:32:25, 0, 36.55, 0.00
44250000, 1341999146, 7/11/2012, 9:32:26, 0, 36.55, 0.00
44250998, 1341999147, 7/11/2012, 9:32:27, 0, 36.55, 0.00
44251999, 1341999148, 7/11/2012, 9:32:28, 0, 37.13, 0.00
44252999, 1341999149, 7/11/2012, 9:32:29, 0, 36.55, 0.00
44254000, 1341999150, 7/11/2012, 9:32:30, 0, 36.55, 0.00
44254998, 1341999151, 7/11/2012, 9:32:31, 0, 36.55, 0.00
44256000, 1341999152, 7/11/2012, 9:32:32, 0, 37.13, 0.00
44257000, 1341999153, 7/11/2012, 9:32:33, 0, 36.55, 0.00
44257998, 1341999154, 7/11/2012, 9:32:34, 0, 36.55, 0.00
44258999, 1341999155, 7/11/2012, 9:32:35, 0, 36.55, 0.00
44259999, 1341999156, 7/11/2012, 9:32:36, 0, 36.55, 0.00
44261000, 1341999157, 7/11/2012, 9:32:37, 0, 36.55, 0.00
44261998, 1341999158, 7/11/2012, 9:32:38, 0, 36.55, 0.00
44263000, 1341999159, 7/11/2012, 9:32:39, 0, 36.55, 0.00
44264000, 1341999160, 7/11/2012, 9:32:40, 0, 37.13, 0.00
44264998, 1341999161, 7/11/2012, 9:32:41, 0, 36.55, 0.00
44265999, 1341999162, 7/11/2012, 9:32:42, 0, 36.55, 0.00
44266999, 1341999163, 7/11/2012, 9:32:43, 0, 36.55, 0.00
44267999, 1341999164, 7/11/2012, 9:32:44, 0, 36.55, 0.00
44268998, 1341999165, 7/11/2012, 9:32:45, 0, 36.55, 0.00
44270000, 1341999166, 7/11/2012, 9:32:46, 0, 36.55, 0.00
44270999, 1341999166, 7/11/2012, 9:32:46, 0, 36.55, 0.00
44271998, 1341999167, 7/11/2012, 9:32:47, 0, 36.55, 0.00
44273000, 1341999168, 7/11/2012, 9:32:48, 0, 36.55, 0.00
44273999, 1341999169, 7/11/2012, 9:32:49, 0, 36.55, 0.00
44274999, 1341999170, 7/11/2012, 9:32:50, 0, 36.55, 0.00
44275999, 1341999171, 7/11/2012, 9:32:51, 0, 36.55, 0.00
44277000, 1341999172, 7/11/2012, 9:32:52, 0, 36.55, 0.00
44277999, 1341999173, 7/11/2012, 9:32:53, 0, 37.13, 0.00
44278999, 1341999174, 7/11/2012, 9:32:54, 0, 36.55, 0.00
44279999, 1341999175, 7/11/2012, 9:32:55, 0, 36.55, 0.00
44280999, 1341999176, 7/11/2012, 9:32:56, 0, 36.55, 0.00
44281999, 1341999177, 7/11/2012, 9:32:57, 0, 37.13, 0.00
44282998, 1341999178, 7/11/2012, 9:32:58, 0, 37.13, 0.00
44284000, 1341999179, 7/11/2012, 9:32:59, 0, 36.55, 0.00
44284998, 1341999180, 7/11/2012, 9:33:0, 0, 37.13, 0.00
44285999, 1341999181, 7/11/2012, 9:33:1, 0, 37.13, 0.00
44287000, 1341999182, 7/11/2012, 9:33:2, 0, 36.55, 0.00
44287998, 1341999183, 7/11/2012, 9:33:3, 0, 37.13, 0.00
44289000, 1341999184, 7/11/2012, 9:33:4, 0, 36.55, 0.00
44289998, 1341999185, 7/11/2012, 9:33:5, 0, 36.55, 0.00
44291000, 1341999186, 7/11/2012, 9:33:6, 0, 37.13, 0.00
44291998, 1341999187, 7/11/2012, 9:33:7, 0, 37.13, 0.00
44292999, 1341999188, 7/11/2012, 9:33:8, 0, 36.55, 0.00
44293999, 1341999189, 7/11/2012, 9:33:9, 0, 36.55, 0.00
44294999, 1341999190, 7/11/2012, 9:33:10, 0, 37.13, 0.00
44296000, 1341999191, 7/11/2012, 9:33:11, 0, 37.13, 0.00
44296999, 1341999192, 7/11/2012, 9:33:12, 0, 37.13, 0.00
44297999, 1341999193, 7/11/2012, 9:33:13, 0, 36.55, 0.00
44298999, 1341999194, 7/11/2012, 9:33:14, 0, 37.13, 0.00
44300000, 1341999195, 7/11/2012, 9:33:15, 0, 36.55, 0.00
44300998, 1341999196, 7/11/2012, 9:33:16, 0, 37.13, 0.00
44301999, 1341999197, 7/11/2012, 9:33:17, 0, 36.55, 0.00
44303000, 1341999198, 7/11/2012, 9:33:18, 0, 36.55, 0.00
44303998, 1341999199, 7/11/2012, 9:33:19, 0, 36.55, 0.00
44304999, 1341999200, 7/11/2012, 9:33:20, 0, 36.55, 0.00
44305999, 1341999201, 7/11/2012, 9:33:21, 0, 36.55, 0.00
44306999, 1341999202, 7/11/2012, 9:33:22, 0, 36.55, 0.00
44307998, 1341999203, 7/11/2012, 9:33:23, 0, 37.13, 0.00
44309000, 1341999204, 7/11/2012, 9:33:24, 0, 37.13, 0.00
44309999, 1341999205, 7/11/2012, 9:33:25, 0, 36.55, 0.00
44310999, 1341999206, 7/11/2012, 9:33:26, 0, 36.55, 0.00
44312000, 1341999207, 7/11/2012, 9:33:27, 0, 37.13, 0.00
44312999, 1341999208, 7/11/2012, 9:33:28, 0, 36.55, 0.00
44313999, 1341999209, 7/11/2012, 9:33:29, 0, 37.13, 0.00
44314999, 1341999210, 7/11/2012, 9:33:30, 0, 36.55, 0.00
44315999, 1341999211, 7/11/2012, 9:33:31, 0, 37.13, 0.00
44316998, 1341999212, 7/11/2012, 9:33:32, 0, 37.13, 0.00
44318000, 1341999213, 7/11/2012, 9:33:33, 0, 37.13, 0.00
44318999, 1341999214, 7/11/2012, 9:33:34, 0, 37.13, 0.00
44319998, 1341999215, 7/11/2012, 9:33:35, 0, 37.13, 0.00
44320999, 1341999216, 7/11/2012, 9:33:36, 0, 37.13, 0.00
44321999, 1341999217, 7/11/2012, 9:33:37, 0, 37.13, 0.00
44323000, 1341999218, 7/11/2012, 9:33:38, 0, 37.13, 0.00
44323998, 1341999219, 7/11/2012, 9:33:39, 0, 37.13, 0.00
44325000, 1341999220, 7/11/2012, 9:33:40, 0, 37.13, 0.00
44325999, 1341999221, 7/11/2012, 9:33:41, 0, 37.13, 0.00
44326999, 1341999222, 7/11/2012, 9:33:42, 0, 37.13, 0.00
44328000, 1341999223, 7/11/2012, 9:33:43, 0, 37.13, 0.00
44328999, 1341999224, 7/11/2012, 9:33:44, 0, 37.13, 0.00
44329999, 1341999225, 7/11/2012, 9:33:45, 0, 37.13, 0.00
44330998, 1341999226, 7/11/2012, 9:33:46, 0, 37.13, 0.00
44332000, 1341999227, 7/11/2012, 9:33:47, 0, 37.13, 0.00
44332998, 1341999228, 7/11/2012, 9:33:48, 0, 37.13, 0.00
44334000, 1341999229, 7/11/2012, 9:33:49, 0, 37.13, 0.00
44334999, 1341999230, 7/11/2012, 9:33:50, 0, 37.13, 0.00
44335998, 1341999231, 7/11/2012, 9:33:51, 0, 37.13, 0.00
44336999, 1341999232, 7/11/2012, 9:33:52, 0, 37.13, 0.00
44337999, 1341999233, 7/11/2012, 9:33:53, 0, 37.13, 0.00
44338999, 1341999234, 7/11/2012, 9:33:54, 0, 37.13, 0.00
44339998, 1341999235, 7/11/2012, 9:33:55, 0, 37.13, 0.00
44341000, 1341999236, 7/11/2012, 9:33:56, 0, 37.13, 0.00
44341999, 1341999237, 7/11/2012, 9:33:57, 0, 37.13, 0.00
44342999, 1341999238, 7/11/2012, 9:33:58, 0, 37.13, 0.00
44343999, 1341999239, 7/11/2012, 9:33:59, 0, 37.13, 0.00
44344999, 1341999240, 7/11/2012, 9:34:0, 0, 37.13, 0.00
44345999, 1341999241, 7/11/2012, 9:34:1, 0, 37.13, 0.00
44346999, 1341999242, 7/11/2012, 9:34:2, 0, 37.13, 0.00
44348000, 1341999243, 7/11/2012, 9:34:3, 0, 37.13, 0.00
44348998, 1341999244, 7/11/2012, 9:34:4, 0, 37.13, 0.00
44350000, 1341999245, 7/11/2012, 9:34:5, 0, 37.13, 0.00
44350999, 1341999246, 7/11/2012, 9:34:6, 0, 37.13, 0.00
44352000, 1341999247, 7/11/2012, 9:34:7, 0, 37.13, 0.00
44352999, 1341999248, 7/11/2012, 9:34:8, 0, 37.13, 0.00
44353999, 1341999249, 7/11/2012, 9:34:9, 0, 37.13, 0.00
44354999, 1341999250, 7/11/2012, 9:34:10, 0, 37.13, 0.00
44355998, 1341999251, 7/11/2012, 9:34:11, 0, 37.13, 0.00
44357000, 1341999252, 7/11/2012, 9:34:12, 0, 37.13, 0.00
44357999, 1341999253, 7/11/2012, 9:34:13, 0, 37.13, 0.00
44359000, 1341999254, 7/11/2012, 9:34:14, 0, 37.13, 0.00
44359999, 1341999255, 7/11/2012, 9:34:15, 0, 37.13, 0.00
44360998, 1341999256, 7/11/2012, 9:34:16, 0, 37.13, 0.00
44361999, 1341999257, 7/11/2012, 9:34:17, 0, 37.13, 0.00
44362999, 1341999258, 7/11/2012, 9:34:18, 0, 37.13, 0.00
44363999, 1341999259, 7/11/2012, 9:34:19, 0, 37.13, 0.00
44364998, 1341999260, 7/11/2012, 9:34:20, 0, 37.13, 0.00
44366000, 1341999261, 7/11/2012, 9:34:21, 0, 37.13, 0.00
44366999, 1341999262, 7/11/2012, 9:34:22, 0, 37.13, 0.00
44367998, 1341999263, 7/11/2012, 9:34:23, 0, 37.13, 0.00
44369000, 1341999264, 7/11/2012, 9:34:24, 0, 37.13, 0.00
44369999, 1341999265, 7/11/2012, 9:34:25, 0, 37.13, 0.00
44370999, 1341999266, 7/11/2012, 9:34:26, 0, 37.13, 0.00
44371999, 1341999267, 7/11/2012, 9:34:27, 0, 37.13, 0.00
44373000, 1341999268, 7/11/2012, 9:34:28, 0, 37.13, 0.00
44373998, 1341999269, 7/11/2012, 9:34:29, 0, 37.13, 0.00
44374999, 1341999270, 7/11/2012, 9:34:30, 0, 37.13, 0.00
44376000, 1341999271, 7/11/2012, 9:34:31, 0, 37.13, 0.00
44376998, 1341999272, 7/11/2012, 9:34:32, 0, 37.13, 0.00
44377999, 1341999273, 7/11/2012, 9:34:33, 0, 37.13, 0.00
44378999, 1341999274, 7/11/2012, 9:34:34, 0, 37.13, 0.00
44380000, 1341999275, 7/11/2012, 9:34:35, 0, 37.13, 0.00
44380998, 1341999276, 7/11/2012, 9:34:36, 0, 37.13, 0.00
44382000, 1341999277, 7/11/2012, 9:34:37, 0, 37.13, 0.00
44382999, 1341999278, 7/11/2012, 9:34:38, 0, 37.13, 0.00
44383998, 1341999279, 7/11/2012, 9:34:39, 0, 37.13, 0.00
44385000, 1341999280, 7/11/2012, 9:34:40, 0, 37.13, 0.00
44385999, 1341999281, 7/11/2012, 9:34:41, 0, 37.13, 0.00
44386999, 1341999282, 7/11/2012, 9:34:42, 0, 37.13, 0.00
44387998, 1341999283, 7/11/2012, 9:34:43, 0, 37.13, 0.00
44389000, 1341999284, 7/11/2012, 9:34:44, 0, 37.13, 0.00
44389998, 1341999285, 7/11/2012, 9:34:45, 0, 37.13, 0.00
44390999, 1341999286, 7/11/2012, 9:34:46, 0, 37.13, 0.00
44392000, 1341999287, 7/11/2012, 9:34:47, 0, 37.13, 0.00
44392999, 1341999288, 7/11/2012, 9:34:48, 0, 37.13, 0.00
44393999, 1341999289, 7/11/2012, 9:34:49, 0, 37.13, 0.00
44394999, 1341999290, 7/11/2012, 9:34:50, 0, 37.13, 0.00
44396000, 1341999291, 7/11/2012, 9:34:51, 0, 37.13, 0.00
44396998, 1341999292, 7/11/2012, 9:34:52, 0, 37.13, 0.00
44398000, 1341999293, 7/11/2012, 9:34:53, 0, 37.13, 0.00
44398998, 1341999294, 7/11/2012, 9:34:54, 0, 37.13, 0.00
44399998, 1341999295, 7/11/2012, 9:34:55, 0, 37.13, 0.00
44401000, 1341999296, 7/11/2012, 9:34:56, 0, 37.13, 0.00
44401999, 1341999297, 7/11/2012, 9:34:57, 0, 37.13, 0.00
44402999, 1341999298, 7/11/2012, 9:34:58, 0, 37.13, 0.00
44403999, 1341999299, 7/11/2012, 9:34:59, 0, 37.13, 0.00
44404999, 1341999300, 7/11/2012, 9:35:0, 0, 37.13, 0.00
44405998, 1341999301, 7/11/2012, 9:35:1, 0, 37.13, 0.00
44407000, 1341999302, 7/11/2012, 9:35:2, 0, 37.13, 0.00
44407999, 1341999303, 7/11/2012, 9:35:3, 0, 37.13, 0.00
44408999, 1341999304, 7/11/2012, 9:35:4, 0, 37.13, 0.00
44409999, 1341999305, 7/11/2012, 9:35:5, 0, 37.13, 0.00
44410998, 1341999306, 7/11/2012, 9:35:6, 0, 37.13, 0.00
44412000, 1341999307, 7/11/2012, 9:35:7, 0, 37.13, 0.00
44412999, 1341999308, 7/11/2012, 9:35:8, 0, 37.13, 0.00
44414000, 1341999309, 7/11/2012, 9:35:9, 0, 37.13, 0.00
44414998, 1341999310, 7/11/2012, 9:35:10, 0, 37.13, 0.00
44415998, 1341999311, 7/11/2012, 9:35:11, 0, 37.13, 0.00
44417000, 1341999312, 7/11/2012, 9:35:12, 0, 37.13, 0.00
44417998, 1341999313, 7/11/2012, 9:35:13, 0, 37.13, 0.00
44418999, 1341999314, 7/11/2012, 9:35:14, 0, 37.13, 0.00
44419999, 1341999315, 7/11/2012, 9:35:15, 0, 37.13, 0.00
44420999, 1341999316, 7/11/2012, 9:35:16, 0, 37.13, 0.00
44421998, 1341999317, 7/11/2012, 9:35:17, 0, 37.13, 0.00
44422999, 1341999318, 7/11/2012, 9:35:18, 0, 37.13, 0.00
44424000, 1341999319, 7/11/2012, 9:35:19, 0, 37.13, 0.00
44424998, 1341999320, 7/11/2012, 9:35:20, 0, 37.13, 0.00
44425999, 1341999321, 7/11/2012, 9:35:21, 0, 37.13, 0.00
44426999, 1341999322, 7/11/2012, 9:35:22, 0, 37.13, 0.00
44428000, 1341999323, 7/11/2012, 9:35:23, 0, 37.13, 0.00
44428998, 1341999324, 7/11/2012, 9:35:24, 0, 37.13, 0.00
44430000, 1341999325, 7/11/2012, 9:35:25, 0, 37.13, 0.00
44430999, 1341999326, 7/11/2012, 9:35:26, 0, 37.13, 0.00
44432000, 1341999327, 7/11/2012, 9:35:27, 0, 37.13, 0.00
44432999, 1341999328, 7/11/2012, 9:35:28, 0, 37.13, 0.00
44433999, 1341999329, 7/11/2012, 9:35:29, 0, 37.13, 0.00
44435000, 1341999330, 7/11/2012, 9:35:30, 0, 37.13, 0.00
44435998, 1341999331, 7/11/2012, 9:35:31, 0, 37.13, 0.00
44436999, 1341999332, 7/11/2012, 9:35:32, 0, 37.13, 0.00
44437999, 1341999333, 7/11/2012, 9:35:33, 0, 37.13, 0.00
44438999, 1341999334, 7/11/2012, 9:35:34, 0, 37.13, 0.00
44439999, 1341999335, 7/11/2012, 9:35:35, 0, 37.13, 0.00
44440999, 1341999336, 7/11/2012, 9:35:36, 0, 37.13, 0.00
44441999, 1341999337, 7/11/2012, 9:35:37, 0, 37.13, 0.00
44442999, 1341999338, 7/11/2012, 9:35:38, 0, 37.13, 0.00
44444000, 1341999339, 7/11/2012, 9:35:39, 0, 37.13, 0.00
44444998, 1341999340, 7/11/2012, 9:35:40, 0, 37.13, 0.00
44446000, 1341999341, 7/11/2012, 9:35:41, 0, 37.13, 0.00
44446999, 1341999342, 7/11/2012, 9:35:42, 0, 37.13, 0.00
44447998, 1341999343, 7/11/2012, 9:35:43, 0, 37.13, 0.00
44448998, 1341999344, 7/11/2012, 9:35:44, 0, 37.13, 0.00
44449999, 1341999345, 7/11/2012, 9:35:45, 0, 37.13, 0.00
44451000, 1341999346, 7/11/2012, 9:35:46, 0, 37.13, 0.00
44451998, 1341999347, 7/11/2012, 9:35:47, 0, 37.13, 0.00
44453000, 1341999348, 7/11/2012, 9:35:48, 0, 37.13, 0.00
44453999, 1341999349, 7/11/2012, 9:35:49, 0, 37.13, 0.00
44454999, 1341999350, 7/11/2012, 9:35:50, 0, 37.13, 0.00
44456000, 1341999351, 7/11/2012, 9:35:51, 0, 37.13, 0.00
44456999, 1341999352, 7/11/2012, 9:35:52, 0, 37.13, 0.00
44457999, 1341999353, 7/11/2012, 9:35:53, 0, 37.13, 0.00
44458999, 1341999354, 7/11/2012, 9:35:54, 0, 37.13, 0.00
44460000, 1341999355, 7/11/2012, 9:35:55, 0, 37.13, 0.00
44460999, 1341999356, 7/11/2012, 9:35:56, 0, 37.13, 0.00
44461999, 1341999357, 7/11/2012, 9:35:57, 0, 37.13, 0.00
44463000, 1341999358, 7/11/2012, 9:35:58, 0, 37.13, 0.00
44463998, 1341999359, 7/11/2012, 9:35:59, 0, 37.13, 0.00
44464999, 1341999360, 7/11/2012, 9:36:0, 0, 37.13, 0.00
44465999, 1341999361, 7/11/2012, 9:36:1, 0, 37.13, 0.00
44466999, 1341999362, 7/11/2012, 9:36:2, 0, 37.13, 0.00
44467998, 1341999363, 7/11/2012, 9:36:3, 0, 37.13, 0.00
44469000, 1341999364, 7/11/2012, 9:36:4, 0, 37.13, 0.00
44469998, 1341999365, 7/11/2012, 9:36:5, 0, 37.13, 0.00
44471000, 1341999366, 7/11/2012, 9:36:6, 0, 37.13, 0.00
44471999, 1341999367, 7/11/2012, 9:36:7, 0, 37.13, 0.00
44472998, 1341999368, 7/11/2012, 9:36:8, 0, 37.13, 0.00
44474000, 1341999369, 7/11/2012, 9:36:9, 0, 37.13, 0.00
44474999, 1341999370, 7/11/2012, 9:36:10, 0, 37.13, 0.00
44475999, 1341999371, 7/11/2012, 9:36:11, 0, 37.13, 0.00
44476999, 1341999372, 7/11/2012, 9:36:12, 0, 37.13, 0.00
44478000, 1341999373, 7/11/2012, 9:36:13, 0, 37.13, 0.00
44478998, 1341999374, 7/11/2012, 9:36:14, 0, 37.13, 0.00
44479998, 1341999375, 7/11/2012, 9:36:15, 0, 37.13, 0.00
44481000, 1341999376, 7/11/2012, 9:36:16, 0, 37.13, 0.00
44481999, 1341999377, 7/11/2012, 9:36:17, 0, 37.13, 0.00
44483000, 1341999378, 7/11/2012, 9:36:18, 0, 37.13, 0.00
44483998, 1341999379, 7/11/2012, 9:36:19, 0, 37.13, 0.00
44485000, 1341999380, 7/11/2012, 9:36:20, 0, 37.13, 0.00
44485999, 1341999381, 7/11/2012, 9:36:21, 0, 37.13, 0.00
44486999, 1341999382, 7/11/2012, 9:36:22, 0, 37.13, 0.00
44488000, 1341999383, 7/11/2012, 9:36:23, 0, 37.13, 0.00
44488999, 1341999384, 7/11/2012, 9:36:24, 0, 37.13, 0.00
44489999, 1341999385, 7/11/2012, 9:36:25, 0, 37.13, 0.00
44490998, 1341999386, 7/11/2012, 9:36:26, 0, 37.13, 0.00
44492000, 1341999387, 7/11/2012, 9:36:27, 0, 37.13, 0.00
44492999, 1341999388, 7/11/2012, 9:36:28, 0, 37.13, 0.00
44493999, 1341999389, 7/11/2012, 9:36:29, 0, 37.13, 0.00
44494998, 1341999390, 7/11/2012, 9:36:30, 0, 37.13, 0.00
44496000, 1341999391, 7/11/2012, 9:36:31, 0, 37.13, 0.00
44496999, 1341999392, 7/11/2012, 9:36:32, 0, 37.13, 0.00
44497998, 1341999393, 7/11/2012, 9:36:33, 0, 37.13, 0.00
44499000, 1341999394, 7/11/2012, 9:36:34, 0, 37.13, 0.00
44499999, 1341999395, 7/11/2012, 9:36:35, 0, 37.13, 0.00
44500999, 1341999396, 7/11/2012, 9:36:36, 0, 37.13, 0.00
44501999, 1341999397, 7/11/2012, 9:36:37, 0, 37.13, 0.00
44503000, 1341999398, 7/11/2012, 9:36:38, 0, 37.13, 0.00
44503999, 1341999399, 7/11/2012, 9:36:39, 0, 37.13, 0.00
44504998, 1341999400, 7/11/2012, 9:36:40, 0, 37.13, 0.00
44506000, 1341999401, 7/11/2012, 9:36:41, 0, 37.13, 0.00
44506999, 1341999402, 7/11/2012, 9:36:42, 0, 37.13, 0.00
44507999, 1341999403, 7/11/2012, 9:36:43, 0, 37.13, 0.00
44508999, 1341999404, 7/11/2012, 9:36:44, 0, 37.13, 0.00
44510000, 1341999405, 7/11/2012, 9:36:45, 0, 37.13, 0.00
44510998, 1341999406, 7/11/2012, 9:36:46, 0, 37.13, 0.00
44512000, 1341999407, 7/11/2012, 9:36:47, 0, 37.13, 0.00
44512999, 1341999408, 7/11/2012, 9:36:48, 0, 37.13, 0.00
44513998, 1341999409, 7/11/2012, 9:36:49, 0, 37.13, 0.00
44515000, 1341999410, 7/11/2012, 9:36:50, 0, 37.13, 0.00
44515999, 1341999411, 7/11/2012, 9:36:51, 0, 37.13, 0.00
44516999, 1341999412, 7/11/2012, 9:36:52, 0, 37.13, 0.00
44517999, 1341999413, 7/11/2012, 9:36:53, 0, 37.13, 0.00
44519000, 1341999414, 7/11/2012, 9:36:54, 0, 37.13, 0.00
44519998, 1341999415, 7/11/2012, 9:36:55, 0, 37.13, 0.00
44520999, 1341999416, 7/11/2012, 9:36:56, 0, 37.13, 0.00
44522000, 1341999417, 7/11/2012, 9:36:57, 0, 37.13, 0.00
44522998, 1341999418, 7/11/2012, 9:36:58, 0, 37.13, 0.00
44523999, 1341999419, 7/11/2012, 9:36:59, 0, 37.13, 0.00
44524998, 1341999420, 7/11/2012, 9:37:0, 0, 37.13, 0.00
44526000, 1341999421, 7/11/2012, 9:37:1, 0, 37.13, 0.00
44526998, 1341999422, 7/11/2012, 9:37:2, 0, 37.13, 0.00
44527998, 1341999423, 7/11/2012, 9:37:3, 0, 37.13, 0.00
44529000, 1341999424, 7/11/2012, 9:37:4, 0, 37.13, 0.00
44529998, 1341999425, 7/11/2012, 9:37:5, 0, 37.13, 0.00
44531000, 1341999426, 7/11/2012, 9:37:6, 0, 37.13, 0.00
44531999, 1341999427, 7/11/2012, 9:37:7, 0, 37.13, 0.00
44532999, 1341999428, 7/11/2012, 9:37:8, 0, 37.13, 0.00
44533999, 1341999429, 7/11/2012, 9:37:9, 0, 37.13, 0.00
44534999, 1341999430, 7/11/2012, 9:37:10, 0, 37.13, 0.00
44535999, 1341999431, 7/11/2012, 9:37:11, 0, 37.13, 0.00
44536999, 1341999432, 7/11/2012, 9:37:12, 0, 37.13, 0.00
44538000, 1341999433, 7/11/2012, 9:37:13, 0, 37.13, 0.00
44538998, 1341999434, 7/11/2012, 9:37:14, 0, 37.71, 0.00
44539999, 1341999435, 7/11/2012, 9:37:15, 0, 37.13, 0.00
44540999, 1341999436, 7/11/2012, 9:37:16, 0, 37.13, 0.00
44542000, 1341999437, 7/11/2012, 9:37:17, 0, 37.13, 0.00
44542998, 1341999438, 7/11/2012, 9:37:18, 0, 37.13, 0.00
44544000, 1341999439, 7/11/2012, 9:37:19, 0, 37.13, 0.00
44545000, 1341999440, 7/11/2012, 9:37:20, 0, 37.13, 0.00
44545999, 1341999441, 7/11/2012, 9:37:21, 0, 37.13, 0.00
44546999, 1341999442, 7/11/2012, 9:37:22, 0, 37.13, 0.00
44547998, 1341999443, 7/11/2012, 9:37:23, 0, 37.13, 0.00
44549000, 1341999444, 7/11/2012, 9:37:24, 0, 37.71, 0.00
44549999, 1341999445, 7/11/2012, 9:37:25, 0, 37.13, 0.00
44550999, 1341999446, 7/11/2012, 9:37:26, 0, 37.13, 0.00
44552000, 1341999447, 7/11/2012, 9:37:27, 0, 37.13, 0.00
44552999, 1341999448, 7/11/2012, 9:37:28, 0, 37.13, 0.00
44553999, 1341999449, 7/11/2012, 9:37:29, 0, 37.13, 0.00
44554999, 1341999450, 7/11/2012, 9:37:30, 0, 37.13, 0.00
44556000, 1341999451, 7/11/2012, 9:37:31, 0, 37.71, 0.00
44556998, 1341999452, 7/11/2012, 9:37:32, 0, 37.13, 0.00
44558000, 1341999453, 7/11/2012, 9:37:33, 0, 37.13, 0.00
44558999, 1341999454, 7/11/2012, 9:37:34, 0, 37.13, 0.00
44559998, 1341999455, 7/11/2012, 9:37:35, 0, 37.13, 0.00
44560999, 1341999456, 7/11/2012, 9:37:36, 0, 37.13, 0.00
44561999, 1341999457, 7/11/2012, 9:37:37, 0, 37.13, 0.00
44562999, 1341999458, 7/11/2012, 9:37:38, 0, 37.13, 0.00
44563999, 1341999459, 7/11/2012, 9:37:39, 0, 37.13, 0.00
44564999, 1341999460, 7/11/2012, 9:37:40, 0, 37.13, 0.00
44565998, 1341999461, 7/11/2012, 9:37:41, 0, 37.13, 0.00
44567000, 1341999462, 7/11/2012, 9:37:42, 0, 37.71, 0.00
44568000, 1341999463, 7/11/2012, 9:37:43, 0, 37.71, 0.00
44568998, 1341999464, 7/11/2012, 9:37:44, 0, 37.13, 0.00
44570000, 1341999465, 7/11/2012, 9:37:45, 0, 37.13, 0.00
44570999, 1341999466, 7/11/2012, 9:37:46, 0, 37.13, 0.00
44571999, 1341999467, 7/11/2012, 9:37:47, 0, 37.13, 0.00
44572998, 1341999468, 7/11/2012, 9:37:48, 0, 37.13, 0.00
44573999, 1341999469, 7/11/2012, 9:37:49, 0, 37.71, 0.00
44575000, 1341999470, 7/11/2012, 9:37:50, 0, 37.71, 0.00
44576000, 1341999471, 7/11/2012, 9:37:51, 0, 37.13, 0.00
44576999, 1341999472, 7/11/2012, 9:37:52, 0, 37.13, 0.00
44577999, 1341999473, 7/11/2012, 9:37:53, 0, 37.13, 0.00
44579000, 1341999474, 7/11/2012, 9:37:54, 0, 37.13, 0.00
44579998, 1341999475, 7/11/2012, 9:37:55, 0, 37.13, 0.00
44581000, 1341999476, 7/11/2012, 9:37:56, 0, 37.71, 0.00
44581999, 1341999477, 7/11/2012, 9:37:57, 0, 37.13, 0.00
44582999, 1341999478, 7/11/2012, 9:37:58, 0, 37.13, 0.00
44583999, 1341999479, 7/11/2012, 9:37:59, 0, 37.71, 0.00
44584999, 1341999480, 7/11/2012, 9:38:0, 0, 37.71, 0.00
44586000, 1341999481, 7/11/2012, 9:38:1, 0, 37.71, 0.00
44586998, 1341999482, 7/11/2012, 9:38:2, 0, 37.71, 0.00
44588000, 1341999483, 7/11/2012, 9:38:3, 0, 37.71, 0.00
44588999, 1341999484, 7/11/2012, 9:38:4, 0, 37.13, 0.00
44589999, 1341999485, 7/11/2012, 9:38:5, 0, 37.13, 0.00
44591000, 1341999486, 7/11/2012, 9:38:6, 0, 37.71, 0.00
44591998, 1341999487, 7/11/2012, 9:38:7, 0, 37.71, 0.00
44593000, 1341999488, 7/11/2012, 9:38:8, 0, 37.71, 0.00
44593998, 1341999489, 7/11/2012, 9:38:9, 0, 37.71, 0.00
44594999, 1341999490, 7/11/2012, 9:38:10, 0, 37.13, 0.00
44595999, 1341999491, 7/11/2012, 9:38:11, 0, 37.13, 0.00
44596999, 1341999492, 7/11/2012, 9:38:12, 0, 37.13, 0.00
44597998, 1341999493, 7/11/2012, 9:38:13, 0, 37.13, 0.00
44599000, 1341999494, 7/11/2012, 9:38:14, 0, 37.71, 0.00
44600000, 1341999495, 7/11/2012, 9:38:15, 0, 37.71, 0.00
44600998, 1341999496, 7/11/2012, 9:38:16, 0, 37.13, 0.00
44601999, 1341999497, 7/11/2012, 9:38:17, 0, 37.13, 0.00
44602999, 1341999498, 7/11/2012, 9:38:18, 0, 37.71, 0.00
44604000, 1341999499, 7/11/2012, 9:38:19, 0, 37.13, 0.00
44604999, 1341999500, 7/11/2012, 9:38:20, 0, 37.71, 0.00
44606000, 1341999501, 7/11/2012, 9:38:21, 0, 37.71, 0.00
44606998, 1341999502, 7/11/2012, 9:38:22, 0, 37.71, 0.00
44607998, 1341999503, 7/11/2012, 9:38:23, 0, 37.71, 0.00
44609000, 1341999504, 7/11/2012, 9:38:24, 0, 37.13, 0.00
44609998, 1341999505, 7/11/2012, 9:38:25, 0, 37.71, 0.00
44610999, 1341999506, 7/11/2012, 9:38:26, 0, 37.71, 0.00
44611999, 1341999507, 7/11/2012, 9:38:27, 0, 37.71, 0.00
