millis,stamp,date,time,light,temp,vcc
1998, 1341954968, 7/10/2012, 21:16:8, 281, 72.52, 3.74
3000, 1341954969, 7/10/2012, 21:16:9, 529, 72.52, 2.11
3999, 1341954970, 7/10/2012, 21:16:10, 502, 72.52, 2.34
4999, 1341954971, 7/10/2012, 21:16:11, 810, 72.52, 1.40
5999, 1341954972, 7/10/2012, 21:16:12, 981, 72.52, 1.15
6999, 1341954973, 7/10/2012, 21:16:13, 964, 72.52, 1.17
7999, 1341954974, 7/10/2012, 21:16:14, 962, 71.94, 1.17
8999, 1341954975, 7/10/2012, 21:16:15, 963, 71.36, 1.17
9999, 1341954976, 7/10/2012, 21:16:16, 963, 71.36, 1.17
10998, 1341954977, 7/10/2012, 21:16:17, 963, 70.78, 1.17
11999, 1341954978, 7/10/2012, 21:16:18, 964, 70.78, 1.17
12999, 1341954979, 7/10/2012, 21:16:19, 964, 70.20, 1.17
14000, 1341954980, 7/10/2012, 21:16:20, 963, 70.20, 1.17
14998, 1341954981, 7/10/2012, 21:16:21, 960, 70.20, 1.17
15998, 1341954982, 7/10/2012, 21:16:22, 960, 69.62, 1.17
17000, 1341954983, 7/10/2012, 21:16:23, 959, 69.62, 1.17
17999, 1341954984, 7/10/2012, 21:16:24, 961, 69.04, 1.17
18999, 1341954985, 7/10/2012, 21:16:25, 961, 69.04, 1.17
19998, 1341954986, 7/10/2012, 21:16:26, 963, 69.04, 1.17
21000, 1341954987, 7/10/2012, 21:16:27, 7, 68.46, 160.91
21999, 1341954988, 7/10/2012, 21:16:28, 0, 68.46, 0.00
22999, 1341954989, 7/10/2012, 21:16:29, 0, 67.88, 0.00
23999, 1341954990, 7/10/2012, 21:16:30, 0, 67.88, 0.00
24999, 1341954991, 7/10/2012, 21:16:31, 0, 67.88, 0.00
25999, 1341954992, 7/10/2012, 21:16:32, 0, 67.88, 0.00
26999, 1341954993, 7/10/2012, 21:16:33, 0, 67.88, 0.00
27999, 1341954994, 7/10/2012, 21:16:34, 0, 67.30, 0.00
28999, 1341954995, 7/10/2012, 21:16:35, 0, 67.30, 0.00
30000, 1341954996, 7/10/2012, 21:16:36, 0, 67.30, 0.00
30998, 1341954997, 7/10/2012, 21:16:37, 0, 67.30, 0.00
31998, 1341954998, 7/10/2012, 21:16:38, 0, 67.30, 0.00
33000, 1341954999, 7/10/2012, 21:16:39, 0, 67.30, 0.00
33998, 1341955000, 7/10/2012, 21:16:40, 0, 66.72, 0.00
35000, 1341955001, 7/10/2012, 21:16:41, 0, 66.72, 0.00
35998, 1341955002, 7/10/2012, 21:16:42, 0, 66.72, 0.00
37000, 1341955003, 7/10/2012, 21:16:43, 0, 66.72, 0.00
37999, 1341955004, 7/10/2012, 21:16:44, 0, 66.72, 0.00
38999, 1341955005, 7/10/2012, 21:16:45, 0, 66.72, 0.00
40000, 1341955006, 7/10/2012, 21:16:46, 0, 66.14, 0.00
40999, 1341955007, 7/10/2012, 21:16:47, 0, 66.14, 0.00
41999, 1341955008, 7/10/2012, 21:16:48, 0, 66.14, 0.00
42999, 1341955009, 7/10/2012, 21:16:49, 0, 66.14, 0.00
43999, 1341955010, 7/10/2012, 21:16:50, 0, 66.14, 0.00
44999, 1341955011, 7/10/2012, 21:16:51, 0, 66.14, 0.00
45999, 1341955012, 7/10/2012, 21:16:52, 0, 66.14, 0.00
46999, 1341955013, 7/10/2012, 21:16:53, 0, 66.14, 0.00
47998, 1341955014, 7/10/2012, 21:16:54, 0, 65.56, 0.00
49000, 1341955015, 7/10/2012, 21:16:55, 0, 65.56, 0.00
49998, 1341955016, 7/10/2012, 21:16:56, 0, 65.56, 0.00
51000, 1341955017, 7/10/2012, 21:16:57, 0, 65.56, 0.00
51998, 1341955018, 7/10/2012, 21:16:58, 0, 65.56, 0.00
53000, 1341955019, 7/10/2012, 21:16:59, 0, 64.98, 0.00
53998, 1341955020, 7/10/2012, 21:17:0, 0, 64.98, 0.00
55000, 1341955021, 7/10/2012, 21:17:1, 0, 64.98, 0.00
55999, 1341955022, 7/10/2012, 21:17:2, 0, 64.40, 0.00
56998, 1341955023, 7/10/2012, 21:17:3, 0, 64.40, 0.00
58000, 1341955024, 7/10/2012, 21:17:4, 0, 64.40, 0.00
58998, 1341955025, 7/10/2012, 21:17:5, 0, 64.40, 0.00
59999, 1341955026, 7/10/2012, 21:17:6, 0, 64.40, 0.00
60998, 1341955027, 7/10/2012, 21:17:7, 0, 63.82, 0.00
62000, 1341955028, 7/10/2012, 21:17:8, 0, 63.82, 0.00
62998, 1341955029, 7/10/2012, 21:17:9, 0, 63.82, 0.00
64000, 1341955030, 7/10/2012, 21:17:10, 0, 63.82, 0.00
64999, 1341955031, 7/10/2012, 21:17:11, 0, 63.82, 0.00
65999, 1341955032, 7/10/2012, 21:17:12, 0, 63.82, 0.00
66999, 1341955033, 7/10/2012, 21:17:13, 0, 63.82, 0.00
67999, 1341955034, 7/10/2012, 21:17:14, 0, 63.24, 0.00
68999, 1341955035, 7/10/2012, 21:17:15, 0, 63.24, 0.00
69999, 1341955036, 7/10/2012, 21:17:16, 0, 63.24, 0.00
70999, 1341955037, 7/10/2012, 21:17:17, 0, 63.24, 0.00
72000, 1341955038, 7/10/2012, 21:17:18, 0, 63.24, 0.00
72998, 1341955039, 7/10/2012, 21:17:19, 0, 63.24, 0.00
74000, 1341955040, 7/10/2012, 21:17:20, 0, 63.24, 0.00
74999, 1341955041, 7/10/2012, 21:17:21, 0, 62.66, 0.00
75999, 1341955042, 7/10/2012, 21:17:22, 0, 62.66, 0.00
76999, 1341955043, 7/10/2012, 21:17:23, 0, 62.66, 0.00
77999, 1341955044, 7/10/2012, 21:17:24, 0, 62.66, 0.00
79000, 1341955045, 7/10/2012, 21:17:25, 0, 62.66, 0.00
79998, 1341955046, 7/10/2012, 21:17:26, 0, 62.66, 0.00
81000, 1341955047, 7/10/2012, 21:17:27, 0, 62.66, 0.00
81999, 1341955048, 7/10/2012, 21:17:28, 0, 62.66, 0.00
82999, 1341955049, 7/10/2012, 21:17:29, 0, 62.66, 0.00
83999, 1341955050, 7/10/2012, 21:17:30, 0, 62.66, 0.00
84999, 1341955051, 7/10/2012, 21:17:31, 0, 62.66, 0.00
85999, 1341955052, 7/10/2012, 21:17:32, 0, 62.66, 0.00
86999, 1341955053, 7/10/2012, 21:17:33, 0, 62.08, 0.00
88000, 1341955054, 7/10/2012, 21:17:34, 0, 62.66, 0.00
88998, 1341955055, 7/10/2012, 21:17:35, 0, 62.66, 0.00
90000, 1341955056, 7/10/2012, 21:17:36, 0, 62.08, 0.00
90998, 1341955057, 7/10/2012, 21:17:37, 0, 62.08, 0.00
92000, 1341955058, 7/10/2012, 21:17:38, 0, 62.08, 0.00
92999, 1341955059, 7/10/2012, 21:17:39, 0, 62.08, 0.00
93999, 1341955060, 7/10/2012, 21:17:40, 0, 62.08, 0.00
95000, 1341955061, 7/10/2012, 21:17:41, 0, 62.08, 0.00
95998, 1341955062, 7/10/2012, 21:17:42, 0, 62.08, 0.00
97000, 1341955063, 7/10/2012, 21:17:43, 0, 62.08, 0.00
97998, 1341955064, 7/10/2012, 21:17:44, 0, 62.08, 0.00
99000, 1341955065, 7/10/2012, 21:17:45, 0, 61.50, 0.00
99998, 1341955066, 7/10/2012, 21:17:46, 0, 61.50, 0.00
101000, 1341955067, 7/10/2012, 21:17:47, 0, 61.50, 0.00
101998, 1341955068, 7/10/2012, 21:17:48, 0, 61.50, 0.00
102999, 1341955069, 7/10/2012, 21:17:49, 0, 61.50, 0.00
104000, 1341955070, 7/10/2012, 21:17:50, 0, 61.50, 0.00
104998, 1341955071, 7/10/2012, 21:17:51, 0, 61.50, 0.00
106000, 1341955072, 7/10/2012, 21:17:52, 0, 61.50, 0.00
106998, 1341955073, 7/10/2012, 21:17:53, 0, 61.50, 0.00
108000, 1341955074, 7/10/2012, 21:17:54, 0, 61.50, 0.00
108998, 1341955075, 7/10/2012, 21:17:55, 0, 60.92, 0.00
109999, 1341955076, 7/10/2012, 21:17:56, 0, 61.50, 0.00
110998, 1341955077, 7/10/2012, 21:17:57, 0, 60.92, 0.00
112000, 1341955078, 7/10/2012, 21:17:58, 0, 60.92, 0.00
112999, 1341955079, 7/10/2012, 21:17:59, 0, 60.92, 0.00
113999, 1341955080, 7/10/2012, 21:18:0, 0, 60.92, 0.00
114999, 1341955081, 7/10/2012, 21:18:1, 0, 60.92, 0.00
115999, 1341955082, 7/10/2012, 21:18:2, 0, 60.92, 0.00
116999, 1341955083, 7/10/2012, 21:18:3, 0, 60.92, 0.00
117999, 1341955084, 7/10/2012, 21:18:4, 0, 60.92, 0.00
118999, 1341955085, 7/10/2012, 21:18:5, 0, 60.92, 0.00
119999, 1341955086, 7/10/2012, 21:18:6, 0, 60.92, 0.00
120998, 1341955087, 7/10/2012, 21:18:7, 0, 60.92, 0.00
122000, 1341955088, 7/10/2012, 21:18:8, 0, 60.92, 0.00
122998, 1341955089, 7/10/2012, 21:18:9, 0, 60.92, 0.00
123999, 1341955090, 7/10/2012, 21:18:10, 0, 60.34, 0.00
124999, 1341955091, 7/10/2012, 21:18:11, 0, 60.34, 0.00
125999, 1341955092, 7/10/2012, 21:18:12, 0, 60.34, 0.00
127000, 1341955093, 7/10/2012, 21:18:13, 0, 60.34, 0.00
127998, 1341955094, 7/10/2012, 21:18:14, 0, 60.34, 0.00
129000, 1341955095, 7/10/2012, 21:18:15, 0, 60.34, 0.00
129998, 1341955096, 7/10/2012, 21:18:16, 0, 60.34, 0.00
130999, 1341955097, 7/10/2012, 21:18:17, 0, 60.34, 0.00
131999, 1341955098, 7/10/2012, 21:18:18, 0, 60.34, 0.00
132999, 1341955099, 7/10/2012, 21:18:19, 0, 60.34, 0.00
133999, 1341955100, 7/10/2012, 21:18:20, 0, 60.34, 0.00
134999, 1341955101, 7/10/2012, 21:18:21, 0, 59.76, 0.00
136000, 1341955102, 7/10/2012, 21:18:22, 0, 59.76, 0.00
136999, 1341955103, 7/10/2012, 21:18:23, 0, 59.76, 0.00
137999, 1341955104, 7/10/2012, 21:18:24, 0, 59.76, 0.00
138999, 1341955105, 7/10/2012, 21:18:25, 0, 59.76, 0.00
139999, 1341955106, 7/10/2012, 21:18:26, 0, 59.76, 0.00
140999, 1341955107, 7/10/2012, 21:18:27, 0, 59.76, 0.00
141999, 1341955108, 7/10/2012, 21:18:28, 0, 59.76, 0.00
142998, 1341955109, 7/10/2012, 21:18:29, 0, 59.76, 0.00
144000, 1341955110, 7/10/2012, 21:18:30, 0, 59.76, 0.00
144999, 1341955111, 7/10/2012, 21:18:31, 0, 59.76, 0.00
145999, 1341955112, 7/10/2012, 21:18:32, 0, 59.76, 0.00
146999, 1341955113, 7/10/2012, 21:18:33, 0, 59.76, 0.00
147998, 1341955114, 7/10/2012, 21:18:34, 0, 59.76, 0.00
148999, 1341955115, 7/10/2012, 21:18:35, 0, 59.76, 0.00
149999, 1341955116, 7/10/2012, 21:18:36, 0, 59.76, 0.00
150999, 1341955117, 7/10/2012, 21:18:37, 0, 59.18, 0.00
152000, 1341955118, 7/10/2012, 21:18:38, 0, 59.18, 0.00
152998, 1341955119, 7/10/2012, 21:18:39, 0, 59.18, 0.00
153999, 1341955120, 7/10/2012, 21:18:40, 0, 59.18, 0.00
154999, 1341955121, 7/10/2012, 21:18:41, 0, 59.18, 0.00
155999, 1341955122, 7/10/2012, 21:18:42, 0, 59.18, 0.00
156999, 1341955123, 7/10/2012, 21:18:43, 0, 59.18, 0.00
157999, 1341955124, 7/10/2012, 21:18:44, 0, 59.18, 0.00
158998, 1341955125, 7/10/2012, 21:18:45, 0, 59.18, 0.00
160000, 1341955126, 7/10/2012, 21:18:46, 0, 59.18, 0.00
160999, 1341955127, 7/10/2012, 21:18:47, 0, 59.18, 0.00
161999, 1341955128, 7/10/2012, 21:18:48, 0, 58.60, 0.00
162999, 1341955129, 7/10/2012, 21:18:49, 0, 58.60, 0.00
163999, 1341955130, 7/10/2012, 21:18:50, 0, 58.60, 0.00
165000, 1341955131, 7/10/2012, 21:18:51, 0, 59.18, 0.00
165998, 1341955132, 7/10/2012, 21:18:52, 0, 58.60, 0.00
167000, 1341955133, 7/10/2012, 21:18:53, 0, 58.60, 0.00
167999, 1341955134, 7/10/2012, 21:18:54, 0, 58.60, 0.00
168999, 1341955135, 7/10/2012, 21:18:55, 0, 58.60, 0.00
169999, 1341955136, 7/10/2012, 21:18:56, 0, 58.60, 0.00
170999, 1341955137, 7/10/2012, 21:18:57, 0, 58.60, 0.00
172000, 1341955138, 7/10/2012, 21:18:58, 0, 58.60, 0.00
172998, 1341955139, 7/10/2012, 21:18:59, 0, 58.60, 0.00
173999, 1341955140, 7/10/2012, 21:19:0, 0, 58.60, 0.00
175000, 1341955141, 7/10/2012, 21:19:1, 0, 58.60, 0.00
175998, 1341955142, 7/10/2012, 21:19:2, 0, 58.60, 0.00
177000, 1341955143, 7/10/2012, 21:19:3, 0, 58.60, 0.00
177998, 1341955144, 7/10/2012, 21:19:4, 0, 58.60, 0.00
179000, 1341955145, 7/10/2012, 21:19:5, 0, 58.60, 0.00
179998, 1341955146, 7/10/2012, 21:19:6, 0, 58.60, 0.00
180999, 1341955147, 7/10/2012, 21:19:7, 0, 58.60, 0.00
181999, 1341955148, 7/10/2012, 21:19:8, 0, 58.60, 0.00
183000, 1341955149, 7/10/2012, 21:19:9, 0, 58.60, 0.00
183999, 1341955150, 7/10/2012, 21:19:10, 0, 58.60, 0.00
184999, 1341955151, 7/10/2012, 21:19:11, 0, 58.02, 0.00
185999, 1341955152, 7/10/2012, 21:19:12, 0, 58.60, 0.00
186999, 1341955153, 7/10/2012, 21:19:13, 0, 58.60, 0.00
187999, 1341955154, 7/10/2012, 21:19:14, 0, 58.02, 0.00
188998, 1341955155, 7/10/2012, 21:19:15, 0, 58.02, 0.00
190000, 1341955156, 7/10/2012, 21:19:16, 0, 58.02, 0.00
190998, 1341955157, 7/10/2012, 21:19:17, 0, 58.02, 0.00
192000, 1341955158, 7/10/2012, 21:19:18, 0, 58.02, 0.00
192999, 1341955159, 7/10/2012, 21:19:19, 0, 58.02, 0.00
193998, 1341955160, 7/10/2012, 21:19:20, 0, 58.02, 0.00
195000, 1341955161, 7/10/2012, 21:19:21, 0, 58.02, 0.00
195998, 1341955162, 7/10/2012, 21:19:22, 0, 58.02, 0.00
197000, 1341955163, 7/10/2012, 21:19:23, 0, 58.02, 0.00
197998, 1341955164, 7/10/2012, 21:19:24, 0, 58.02, 0.00
199000, 1341955165, 7/10/2012, 21:19:25, 0, 58.02, 0.00
199999, 1341955166, 7/10/2012, 21:19:26, 0, 58.02, 0.00
200999, 1341955167, 7/10/2012, 21:19:27, 0, 58.02, 0.00
202000, 1341955168, 7/10/2012, 21:19:28, 0, 58.02, 0.00
202998, 1341955169, 7/10/2012, 21:19:29, 0, 57.44, 0.00
204000, 1341955170, 7/10/2012, 21:19:30, 0, 57.44, 0.00
204998, 1341955171, 7/10/2012, 21:19:31, 0, 57.44, 0.00
206000, 1341955172, 7/10/2012, 21:19:32, 0, 57.44, 0.00
206999, 1341955173, 7/10/2012, 21:19:33, 0, 57.44, 0.00
207998, 1341955174, 7/10/2012, 21:19:34, 0, 57.44, 0.00
209000, 1341955175, 7/10/2012, 21:19:35, 0, 57.44, 0.00
209999, 1341955176, 7/10/2012, 21:19:36, 0, 57.44, 0.00
210999, 1341955177, 7/10/2012, 21:19:37, 0, 57.44, 0.00
211998, 1341955178, 7/10/2012, 21:19:38, 0, 57.44, 0.00
213000, 1341955179, 7/10/2012, 21:19:39, 0, 57.44, 0.00
213998, 1341955180, 7/10/2012, 21:19:40, 0, 57.44, 0.00
215000, 1341955181, 7/10/2012, 21:19:41, 0, 57.44, 0.00
215999, 1341955182, 7/10/2012, 21:19:42, 0, 57.44, 0.00
216998, 1341955183, 7/10/2012, 21:19:43, 0, 57.44, 0.00
218000, 1341955184, 7/10/2012, 21:19:44, 0, 57.44, 0.00
218998, 1341955185, 7/10/2012, 21:19:45, 0, 57.44, 0.00
219999, 1341955186, 7/10/2012, 21:19:46, 0, 57.44, 0.00
220999, 1341955187, 7/10/2012, 21:19:47, 0, 57.44, 0.00
221999, 1341955188, 7/10/2012, 21:19:48, 0, 57.44, 0.00
223000, 1341955189, 7/10/2012, 21:19:49, 0, 57.44, 0.00
223998, 1341955190, 7/10/2012, 21:19:50, 0, 57.44, 0.00
224999, 1341955191, 7/10/2012, 21:19:51, 0, 56.86, 0.00
225999, 1341955192, 7/10/2012, 21:19:52, 0, 56.86, 0.00
227000, 1341955192, 7/10/2012, 21:19:52, 0, 57.44, 0.00
227998, 1341955193, 7/10/2012, 21:19:53, 0, 56.86, 0.00
229000, 1341955194, 7/10/2012, 21:19:54, 0, 56.86, 0.00
229998, 1341955195, 7/10/2012, 21:19:55, 0, 56.86, 0.00
230999, 1341955196, 7/10/2012, 21:19:56, 0, 56.86, 0.00
232000, 1341955197, 7/10/2012, 21:19:57, 0, 56.86, 0.00
232998, 1341955198, 7/10/2012, 21:19:58, 0, 56.86, 0.00
234000, 1341955199, 7/10/2012, 21:19:59, 0, 56.86, 0.00
234998, 1341955200, 7/10/2012, 21:20:0, 0, 56.86, 0.00
236000, 1341955201, 7/10/2012, 21:20:1, 0, 56.86, 0.00
236999, 1341955202, 7/10/2012, 21:20:2, 0, 56.86, 0.00
237999, 1341955203, 7/10/2012, 21:20:3, 0, 56.86, 0.00
239000, 1341955204, 7/10/2012, 21:20:4, 0, 56.86, 0.00
239998, 1341955205, 7/10/2012, 21:20:5, 0, 56.86, 0.00
241000, 1341955206, 7/10/2012, 21:20:6, 0, 56.86, 0.00
241998, 1341955207, 7/10/2012, 21:20:7, 0, 56.86, 0.00
243000, 1341955208, 7/10/2012, 21:20:8, 0, 56.86, 0.00
243998, 1341955209, 7/10/2012, 21:20:9, 0, 56.86, 0.00
245000, 1341955210, 7/10/2012, 21:20:10, 0, 56.86, 0.00
245999, 1341955211, 7/10/2012, 21:20:11, 0, 56.86, 0.00
247000, 1341955212, 7/10/2012, 21:20:12, 0, 56.86, 0.00
247999, 1341955213, 7/10/2012, 21:20:13, 0, 56.28, 0.00
248998, 1341955214, 7/10/2012, 21:20:14, 0, 56.28, 0.00
250000, 1341955215, 7/10/2012, 21:20:15, 0, 56.28, 0.00
250998, 1341955216, 7/10/2012, 21:20:16, 0, 56.28, 0.00
252000, 1341955217, 7/10/2012, 21:20:17, 0, 56.28, 0.00
252998, 1341955218, 7/10/2012, 21:20:18, 0, 56.28, 0.00
254000, 1341955219, 7/10/2012, 21:20:19, 0, 56.28, 0.00
254999, 1341955220, 7/10/2012, 21:20:20, 0, 56.28, 0.00
256000, 1341955221, 7/10/2012, 21:20:21, 0, 56.28, 0.00
256999, 1341955222, 7/10/2012, 21:20:22, 0, 56.28, 0.00
257999, 1341955223, 7/10/2012, 21:20:23, 0, 56.28, 0.00
258999, 1341955224, 7/10/2012, 21:20:24, 0, 56.28, 0.00
259999, 1341955225, 7/10/2012, 21:20:25, 0, 56.28, 0.00
260999, 1341955226, 7/10/2012, 21:20:26, 0, 56.28, 0.00
261998, 1341955227, 7/10/2012, 21:20:27, 0, 55.70, 0.00
263000, 1341955228, 7/10/2012, 21:20:28, 0, 55.70, 0.00
263998, 1341955229, 7/10/2012, 21:20:29, 0, 55.70, 0.00
264999, 1341955230, 7/10/2012, 21:20:30, 0, 55.70, 0.00
266000, 1341955231, 7/10/2012, 21:20:31, 0, 55.70, 0.00
266999, 1341955232, 7/10/2012, 21:20:32, 0, 55.70, 0.00
268000, 1341955233, 7/10/2012, 21:20:33, 0, 55.70, 0.00
268999, 1341955234, 7/10/2012, 21:20:34, 0, 55.70, 0.00
269999, 1341955235, 7/10/2012, 21:20:35, 0, 55.70, 0.00
271000, 1341955236, 7/10/2012, 21:20:36, 0, 55.70, 0.00
271998, 1341955237, 7/10/2012, 21:20:37, 0, 55.70, 0.00
272999, 1341955238, 7/10/2012, 21:20:38, 0, 55.70, 0.00
273999, 1341955239, 7/10/2012, 21:20:39, 0, 55.70, 0.00
274999, 1341955240, 7/10/2012, 21:20:40, 0, 55.70, 0.00
275999, 1341955241, 7/10/2012, 21:20:41, 0, 55.70, 0.00
277000, 1341955242, 7/10/2012, 21:20:42, 0, 55.70, 0.00
277998, 1341955243, 7/10/2012, 21:20:43, 0, 55.70, 0.00
279000, 1341955244, 7/10/2012, 21:20:44, 0, 55.70, 0.00
279999, 1341955245, 7/10/2012, 21:20:45, 0, 55.70, 0.00
280999, 1341955246, 7/10/2012, 21:20:46, 0, 55.70, 0.00
282000, 1341955247, 7/10/2012, 21:20:47, 0, 55.70, 0.00
282998, 1341955248, 7/10/2012, 21:20:48, 0, 55.70, 0.00
284000, 1341955249, 7/10/2012, 21:20:49, 0, 55.70, 0.00
284998, 1341955250, 7/10/2012, 21:20:50, 0, 55.70, 0.00
286000, 1341955251, 7/10/2012, 21:20:51, 0, 55.70, 0.00
286998, 1341955252, 7/10/2012, 21:20:52, 0, 55.70, 0.00
288000, 1341955253, 7/10/2012, 21:20:53, 0, 55.70, 0.00
288999, 1341955254, 7/10/2012, 21:20:54, 0, 55.70, 0.00
289999, 1341955255, 7/10/2012, 21:20:55, 0, 55.70, 0.00
290999, 1341955256, 7/10/2012, 21:20:56, 0, 55.70, 0.00
291999, 1341955257, 7/10/2012, 21:20:57, 0, 55.70, 0.00
293000, 1341955258, 7/10/2012, 21:20:58, 0, 55.12, 0.00
293998, 1341955259, 7/10/2012, 21:20:59, 0, 55.12, 0.00
295000, 1341955260, 7/10/2012, 21:21:0, 0, 55.12, 0.00
295999, 1341955261, 7/10/2012, 21:21:1, 0, 55.12, 0.00
296999, 1341955262, 7/10/2012, 21:21:2, 0, 55.12, 0.00
297999, 1341955263, 7/10/2012, 21:21:3, 0, 55.12, 0.00
298999, 1341955264, 7/10/2012, 21:21:4, 0, 55.12, 0.00
299999, 1341955265, 7/10/2012, 21:21:5, 0, 55.12, 0.00
300999, 1341955266, 7/10/2012, 21:21:6, 0, 55.12, 0.00
301999, 1341955267, 7/10/2012, 21:21:7, 0, 55.12, 0.00
303000, 1341955268, 7/10/2012, 21:21:8, 0, 55.12, 0.00
303998, 1341955269, 7/10/2012, 21:21:9, 0, 55.12, 0.00
305000, 1341955270, 7/10/2012, 21:21:10, 0, 55.12, 0.00
305998, 1341955271, 7/10/2012, 21:21:11, 0, 55.12, 0.00
306999, 1341955272, 7/10/2012, 21:21:12, 0, 55.12, 0.00
307998, 1341955273, 7/10/2012, 21:21:13, 0, 55.12, 0.00
309000, 1341955274, 7/10/2012, 21:21:14, 0, 55.12, 0.00
309998, 1341955275, 7/10/2012, 21:21:15, 0, 54.54, 0.00
311000, 1341955276, 7/10/2012, 21:21:16, 0, 55.12, 0.00
311999, 1341955277, 7/10/2012, 21:21:17, 0, 54.54, 0.00
312999, 1341955278, 7/10/2012, 21:21:18, 0, 55.12, 0.00
313999, 1341955279, 7/10/2012, 21:21:19, 0, 54.54, 0.00
314998, 1341955280, 7/10/2012, 21:21:20, 0, 55.12, 0.00
316000, 1341955281, 7/10/2012, 21:21:21, 0, 54.54, 0.00
316998, 1341955282, 7/10/2012, 21:21:22, 0, 55.12, 0.00
318000, 1341955283, 7/10/2012, 21:21:23, 0, 54.54, 0.00
318999, 1341955284, 7/10/2012, 21:21:24, 0, 54.54, 0.00
319998, 1341955285, 7/10/2012, 21:21:25, 0, 54.54, 0.00
321000, 1341955286, 7/10/2012, 21:21:26, 0, 54.54, 0.00
321998, 1341955287, 7/10/2012, 21:21:27, 0, 54.54, 0.00
323000, 1341955288, 7/10/2012, 21:21:28, 0, 54.54, 0.00
323998, 1341955289, 7/10/2012, 21:21:29, 0, 54.54, 0.00
324999, 1341955290, 7/10/2012, 21:21:30, 0, 54.54, 0.00
325999, 1341955291, 7/10/2012, 21:21:31, 0, 54.54, 0.00
326999, 1341955292, 7/10/2012, 21:21:32, 0, 54.54, 0.00
328000, 1341955293, 7/10/2012, 21:21:33, 0, 54.54, 0.00
328999, 1341955294, 7/10/2012, 21:21:34, 0, 54.54, 0.00
330000, 1341955295, 7/10/2012, 21:21:35, 0, 54.54, 0.00
330998, 1341955296, 7/10/2012, 21:21:36, 0, 54.54, 0.00
332000, 1341955297, 7/10/2012, 21:21:37, 0, 54.54, 0.00
332998, 1341955298, 7/10/2012, 21:21:38, 0, 54.54, 0.00
334000, 1341955299, 7/10/2012, 21:21:39, 0, 54.54, 0.00
334999, 1341955300, 7/10/2012, 21:21:40, 0, 54.54, 0.00
335998, 1341955301, 7/10/2012, 21:21:41, 0, 53.96, 0.00
337000, 1341955302, 7/10/2012, 21:21:42, 0, 53.96, 0.00
337998, 1341955303, 7/10/2012, 21:21:43, 0, 53.96, 0.00
339000, 1341955304, 7/10/2012, 21:21:44, 0, 53.96, 0.00
339999, 1341955305, 7/10/2012, 21:21:45, 0, 53.96, 0.00
340999, 1341955306, 7/10/2012, 21:21:46, 0, 53.96, 0.00
341999, 1341955307, 7/10/2012, 21:21:47, 0, 53.96, 0.00
342999, 1341955308, 7/10/2012, 21:21:48, 0, 53.96, 0.00
344000, 1341955309, 7/10/2012, 21:21:49, 0, 53.96, 0.00
344999, 1341955310, 7/10/2012, 21:21:50, 0, 53.96, 0.00
345999, 1341955311, 7/10/2012, 21:21:51, 0, 53.96, 0.00
346998, 1341955312, 7/10/2012, 21:21:52, 0, 53.96, 0.00
348000, 1341955313, 7/10/2012, 21:21:53, 0, 53.96, 0.00
348999, 1341955314, 7/10/2012, 21:21:54, 0, 53.96, 0.00
350000, 1341955315, 7/10/2012, 21:21:55, 0, 53.96, 0.00
350998, 1341955316, 7/10/2012, 21:21:56, 0, 53.96, 0.00
352000, 1341955317, 7/10/2012, 21:21:57, 0, 53.96, 0.00
352999, 1341955318, 7/10/2012, 21:21:58, 0, 53.96, 0.00
353998, 1341955319, 7/10/2012, 21:21:59, 0, 53.96, 0.00
355000, 1341955320, 7/10/2012, 21:22:0, 0, 53.96, 0.00
355998, 1341955321, 7/10/2012, 21:22:1, 0, 53.96, 0.00
357000, 1341955322, 7/10/2012, 21:22:2, 0, 53.96, 0.00
357998, 1341955323, 7/10/2012, 21:22:3, 0, 53.37, 0.00
359000, 1341955324, 7/10/2012, 21:22:4, 0, 53.96, 0.00
359999, 1341955325, 7/10/2012, 21:22:5, 0, 53.96, 0.00
360999, 1341955326, 7/10/2012, 21:22:6, 0, 53.96, 0.00
361999, 1341955327, 7/10/2012, 21:22:7, 0, 53.96, 0.00
362999, 1341955328, 7/10/2012, 21:22:8, 0, 53.37, 0.00
364000, 1341955329, 7/10/2012, 21:22:9, 0, 53.96, 0.00
364998, 1341955330, 7/10/2012, 21:22:10, 0, 53.37, 0.00
366000, 1341955331, 7/10/2012, 21:22:11, 0, 53.37, 0.00
366998, 1341955332, 7/10/2012, 21:22:12, 0, 53.37, 0.00
368000, 1341955333, 7/10/2012, 21:22:13, 0, 53.37, 0.00
368999, 1341955334, 7/10/2012, 21:22:14, 0, 53.37, 0.00
369999, 1341955335, 7/10/2012, 21:22:15, 0, 53.37, 0.00
370999, 1341955336, 7/10/2012, 21:22:16, 0, 53.37, 0.00
371998, 1341955337, 7/10/2012, 21:22:17, 0, 53.37, 0.00
372999, 1341955338, 7/10/2012, 21:22:18, 0, 53.37, 0.00
373999, 1341955339, 7/10/2012, 21:22:19, 0, 53.37, 0.00
374999, 1341955340, 7/10/2012, 21:22:20, 0, 53.37, 0.00
376000, 1341955341, 7/10/2012, 21:22:21, 0, 53.37, 0.00
376998, 1341955342, 7/10/2012, 21:22:22, 0, 53.37, 0.00
378000, 1341955343, 7/10/2012, 21:22:23, 0, 53.37, 0.00
